,Year,Nation,DEG_URB,LEVELS,SEX,AGE,Percentage
64783,2018,Sweden,Towns and suburbs,Bad,Males,From 65 to 74 years,5.4
64784,2018,Sweden,Towns and suburbs,Bad,Males,65 years or over,7.3
64785,2018,Sweden,Towns and suburbs,Bad,Males,From 75 to 84 years,8.7
64786,2018,Sweden,Towns and suburbs,Bad,Males,75 years or over,10.0
64787,2018,Sweden,Towns and suburbs,Bad,Males,85 years or over,14.0
64788,2018,Sweden,Towns and suburbs,Bad,Females,From 16 to 24 years,2.3
64789,2018,Sweden,Towns and suburbs,Bad,Females,From 25 to 29 years,1.4
64790,2018,Sweden,Towns and suburbs,Bad,Females,From 25 to 34 years,0.7
64791,2018,Sweden,Towns and suburbs,Bad,Females,From 35 to 44 years,2.8
64792,2018,Sweden,Towns and suburbs,Bad,Females,From 45 to 54 years,9.2
64793,2018,Sweden,Towns and suburbs,Bad,Females,From 45 to 64 years,7.4
64794,2018,Sweden,Towns and suburbs,Bad,Females,From 55 to 64 years,5.4
64795,2018,Sweden,Towns and suburbs,Bad,Females,From 65 to 74 years,5.1
64796,2018,Sweden,Towns and suburbs,Bad,Females,65 years or over,6.9
64797,2018,Sweden,Towns and suburbs,Bad,Females,From 75 to 84 years,9.2
64798,2018,Sweden,Towns and suburbs,Bad,Females,75 years or over,9.1
64799,2018,Sweden,Towns and suburbs,Bad,Females,85 years or over,9.1
64800,2018,Sweden,Towns and suburbs,Very bad,Males,From 16 to 24 years,0.0
64801,2018,Sweden,Towns and suburbs,Very bad,Males,From 25 to 29 years,0.0
64802,2018,Sweden,Towns and suburbs,Very bad,Males,From 25 to 34 years,0.8
64803,2018,Sweden,Towns and suburbs,Very bad,Males,From 35 to 44 years,0.9
64804,2018,Sweden,Towns and suburbs,Very bad,Males,From 45 to 54 years,0.0
64805,2018,Sweden,Towns and suburbs,Very bad,Males,From 45 to 64 years,1.8
64806,2018,Sweden,Towns and suburbs,Very bad,Males,From 55 to 64 years,4.0
64807,2018,Sweden,Towns and suburbs,Very bad,Males,From 65 to 74 years,1.0
64808,2018,Sweden,Towns and suburbs,Very bad,Males,65 years or over,1.6
64809,2018,Sweden,Towns and suburbs,Very bad,Males,From 75 to 84 years,2.2
64810,2018,Sweden,Towns and suburbs,Very bad,Males,75 years or over,2.5
64811,2018,Sweden,Towns and suburbs,Very bad,Males,85 years or over,3.5
64812,2018,Sweden,Towns and suburbs,Very bad,Females,From 16 to 24 years,0.0
64813,2018,Sweden,Towns and suburbs,Very bad,Females,From 25 to 29 years,1.7
64814,2018,Sweden,Towns and suburbs,Very bad,Females,From 25 to 34 years,1.8
64815,2018,Sweden,Towns and suburbs,Very bad,Females,From 35 to 44 years,2.6
64816,2018,Sweden,Towns and suburbs,Very bad,Females,From 45 to 54 years,2.2
64817,2018,Sweden,Towns and suburbs,Very bad,Females,From 45 to 64 years,2.9
64818,2018,Sweden,Towns and suburbs,Very bad,Females,From 55 to 64 years,3.6
64819,2018,Sweden,Towns and suburbs,Very bad,Females,From 65 to 74 years,1.1
64820,2018,Sweden,Towns and suburbs,Very bad,Females,65 years or over,0.8
64821,2018,Sweden,Towns and suburbs,Very bad,Females,From 75 to 84 years,0.6
64822,2018,Sweden,Towns and suburbs,Very bad,Females,75 years or over,0.4
64823,2018,Sweden,Towns and suburbs,Very bad,Females,85 years or over,0.0
64824,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 16 to 24 years,1.2
64825,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 25 to 29 years,3.8
64826,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 25 to 34 years,7.1
64827,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 35 to 44 years,3.2
64828,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 45 to 54 years,6.4
64829,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 45 to 64 years,7.6
64830,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 55 to 64 years,9.0
64831,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 65 to 74 years,6.4
64832,2018,Sweden,Towns and suburbs,Bad or very bad,Males,65 years or over,8.9
64833,2018,Sweden,Towns and suburbs,Bad or very bad,Males,From 75 to 84 years,11.0
64834,2018,Sweden,Towns and suburbs,Bad or very bad,Males,75 years or over,12.6
64835,2018,Sweden,Towns and suburbs,Bad or very bad,Males,85 years or over,17.5
64836,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 16 to 24 years,2.3
64837,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 25 to 29 years,3.1
64838,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 25 to 34 years,2.5
64839,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 35 to 44 years,5.4
64840,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 45 to 54 years,11.4
64841,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 45 to 64 years,10.2
64842,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 55 to 64 years,9.0
64843,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 65 to 74 years,6.3
64844,2018,Sweden,Towns and suburbs,Bad or very bad,Females,65 years or over,7.8
64845,2018,Sweden,Towns and suburbs,Bad or very bad,Females,From 75 to 84 years,9.8
64846,2018,Sweden,Towns and suburbs,Bad or very bad,Females,75 years or over,9.6
64847,2018,Sweden,Towns and suburbs,Bad or very bad,Females,85 years or over,9.1
64848,2018,Sweden,Rural areas,Very good,Males,From 16 to 24 years,41.9
64849,2018,Sweden,Rural areas,Very good,Males,From 25 to 29 years,47.1
64850,2018,Sweden,Rural areas,Very good,Males,From 25 to 34 years,43.0
64851,2018,Sweden,Rural areas,Very good,Males,From 35 to 44 years,36.8
64852,2018,Sweden,Rural areas,Very good,Males,From 45 to 54 years,28.1
64853,2018,Sweden,Rural areas,Very good,Males,From 45 to 64 years,27.1
64854,2018,Sweden,Rural areas,Very good,Males,From 55 to 64 years,26.1
64855,2018,Sweden,Rural areas,Very good,Males,From 65 to 74 years,23.2
64856,2018,Sweden,Rural areas,Very good,Males,65 years or over,18.3
64857,2018,Sweden,Rural areas,Very good,Males,From 75 to 84 years,13.5
64858,2018,Sweden,Rural areas,Very good,Males,75 years or over,12.5
64859,2018,Sweden,Rural areas,Very good,Males,85 years or over,6.5
64860,2018,Sweden,Rural areas,Very good,Females,From 16 to 24 years,24.8
64861,2018,Sweden,Rural areas,Very good,Females,From 25 to 29 years,25.7
64862,2018,Sweden,Rural areas,Very good,Females,From 25 to 34 years,21.2
64863,2018,Sweden,Rural areas,Very good,Females,From 35 to 44 years,29.4
64864,2018,Sweden,Rural areas,Very good,Females,From 45 to 54 years,31.3
64865,2018,Sweden,Rural areas,Very good,Females,From 45 to 64 years,26.0
64866,2018,Sweden,Rural areas,Very good,Females,From 55 to 64 years,22.2
64867,2018,Sweden,Rural areas,Very good,Females,From 65 to 74 years,14.7
64868,2018,Sweden,Rural areas,Very good,Females,65 years or over,10.4
64869,2018,Sweden,Rural areas,Very good,Females,From 75 to 84 years,8.1
64870,2018,Sweden,Rural areas,Very good,Females,75 years or over,5.5
64871,2018,Sweden,Rural areas,Very good,Females,85 years or over,0
64872,2018,Sweden,Rural areas,Good,Males,From 16 to 24 years,39.9
64873,2018,Sweden,Rural areas,Good,Males,From 25 to 29 years,43.2
64874,2018,Sweden,Rural areas,Good,Males,From 25 to 34 years,49.6
64875,2018,Sweden,Rural areas,Good,Males,From 35 to 44 years,54.7
64876,2018,Sweden,Rural areas,Good,Males,From 45 to 54 years,51.3
64877,2018,Sweden,Rural areas,Good,Males,From 45 to 64 years,49.2
64878,2018,Sweden,Rural areas,Good,Males,From 55 to 64 years,47.0
64879,2018,Sweden,Rural areas,Good,Males,From 65 to 74 years,46.0
64880,2018,Sweden,Rural areas,Good,Males,65 years or over,43.8
64881,2018,Sweden,Rural areas,Good,Males,From 75 to 84 years,43.8
64882,2018,Sweden,Rural areas,Good,Males,75 years or over,41.2
64883,2018,Sweden,Rural areas,Good,Males,85 years or over,25.1
64884,2018,Sweden,Rural areas,Good,Females,From 16 to 24 years,58.1
64885,2018,Sweden,Rural areas,Good,Females,From 25 to 29 years,48.1
64886,2018,Sweden,Rural areas,Good,Females,From 25 to 34 years,57.8
64887,2018,Sweden,Rural areas,Good,Females,From 35 to 44 years,53.0
64888,2018,Sweden,Rural areas,Good,Females,From 45 to 54 years,42.7
64889,2018,Sweden,Rural areas,Good,Females,From 45 to 64 years,45.1
64890,2018,Sweden,Rural areas,Good,Females,From 55 to 64 years,46.7
64891,2018,Sweden,Rural areas,Good,Females,From 65 to 74 years,47.3
64892,2018,Sweden,Rural areas,Good,Females,65 years or over,43.2
64893,2018,Sweden,Rural areas,Good,Females,From 75 to 84 years,41.4
64894,2018,Sweden,Rural areas,Good,Females,75 years or over,38.5
64895,2018,Sweden,Rural areas,Good,Females,85 years or over,32.2
64896,2018,Sweden,Rural areas,Very good or good,Males,From 16 to 24 years,81.8
64897,2018,Sweden,Rural areas,Very good or good,Males,From 25 to 29 years,90.3
64898,2018,Sweden,Rural areas,Very good or good,Males,From 25 to 34 years,92.5
64899,2018,Sweden,Rural areas,Very good or good,Males,From 35 to 44 years,91.5
64900,2018,Sweden,Rural areas,Very good or good,Males,From 45 to 54 years,79.4
64901,2018,Sweden,Rural areas,Very good or good,Males,From 45 to 64 years,76.3
64902,2018,Sweden,Rural areas,Very good or good,Males,From 55 to 64 years,73.0
64903,2018,Sweden,Rural areas,Very good or good,Males,From 65 to 74 years,69.3
64904,2018,Sweden,Rural areas,Very good or good,Males,65 years or over,62.1
64905,2018,Sweden,Rural areas,Very good or good,Males,From 75 to 84 years,57.3
64906,2018,Sweden,Rural areas,Very good or good,Males,75 years or over,53.7
64907,2018,Sweden,Rural areas,Very good or good,Males,85 years or over,31.6
64908,2018,Sweden,Rural areas,Very good or good,Females,From 16 to 24 years,82.9
64909,2018,Sweden,Rural areas,Very good or good,Females,From 25 to 29 years,73.7
64910,2018,Sweden,Rural areas,Very good or good,Females,From 25 to 34 years,79.1
64911,2018,Sweden,Rural areas,Very good or good,Females,From 35 to 44 years,82.4
64912,2018,Sweden,Rural areas,Very good or good,Females,From 45 to 54 years,74.0
64913,2018,Sweden,Rural areas,Very good or good,Females,From 45 to 64 years,71.1
64914,2018,Sweden,Rural areas,Very good or good,Females,From 55 to 64 years,68.9
64915,2018,Sweden,Rural areas,Very good or good,Females,From 65 to 74 years,62.0
64916,2018,Sweden,Rural areas,Very good or good,Females,65 years or over,53.6
64917,2018,Sweden,Rural areas,Very good or good,Females,From 75 to 84 years,49.5
64918,2018,Sweden,Rural areas,Very good or good,Females,75 years or over,43.9
64919,2018,Sweden,Rural areas,Very good or good,Females,85 years or over,32.2
64920,2018,Sweden,Rural areas,Fair,Males,From 16 to 24 years,16.1
64921,2018,Sweden,Rural areas,Fair,Males,From 25 to 29 years,9.7
64922,2018,Sweden,Rural areas,Fair,Males,From 25 to 34 years,7.5
64923,2018,Sweden,Rural areas,Fair,Males,From 35 to 44 years,6.8
64924,2018,Sweden,Rural areas,Fair,Males,From 45 to 54 years,20.6
64925,2018,Sweden,Rural areas,Fair,Males,From 45 to 64 years,21.7
64926,2018,Sweden,Rural areas,Fair,Males,From 55 to 64 years,22.8
64927,2018,Sweden,Rural areas,Fair,Males,From 65 to 74 years,26.3
64928,2018,Sweden,Rural areas,Fair,Males,65 years or over,31.1
64929,2018,Sweden,Rural areas,Fair,Males,From 75 to 84 years,32.8
64930,2018,Sweden,Rural areas,Fair,Males,75 years or over,36.7
64931,2018,Sweden,Rural areas,Fair,Males,85 years or over,61.0
64932,2018,Sweden,Rural areas,Fair,Females,From 16 to 24 years,17.1
64933,2018,Sweden,Rural areas,Fair,Females,From 25 to 29 years,26.3
64934,2018,Sweden,Rural areas,Fair,Females,From 25 to 34 years,20.9
64935,2018,Sweden,Rural areas,Fair,Females,From 35 to 44 years,15.7
64936,2018,Sweden,Rural areas,Fair,Females,From 45 to 54 years,17.7
64937,2018,Sweden,Rural areas,Fair,Females,From 45 to 64 years,20.6
64938,2018,Sweden,Rural areas,Fair,Females,From 55 to 64 years,22.6
64939,2018,Sweden,Rural areas,Fair,Females,From 65 to 74 years,27.5
64940,2018,Sweden,Rural areas,Fair,Females,65 years or over,37.9
64941,2018,Sweden,Rural areas,Fair,Females,From 75 to 84 years,47.0
64942,2018,Sweden,Rural areas,Fair,Females,75 years or over,49.9
64943,2018,Sweden,Rural areas,Fair,Females,85 years or over,56.2
64944,2018,Sweden,Rural areas,Bad,Males,From 16 to 24 years,2.1
64945,2018,Sweden,Rural areas,Bad,Males,From 25 to 29 years,0.0
64946,2018,Sweden,Rural areas,Bad,Males,From 25 to 34 years,0.0
64947,2018,Sweden,Rural areas,Bad,Males,From 35 to 44 years,0.0
64948,2018,Sweden,Rural areas,Bad,Males,From 45 to 54 years,0.0
64949,2018,Sweden,Rural areas,Bad,Males,From 45 to 64 years,2.1
64950,2018,Sweden,Rural areas,Bad,Males,From 55 to 64 years,4.2
64951,2018,Sweden,Rural areas,Bad,Males,From 65 to 74 years,4.5
64952,2018,Sweden,Rural areas,Bad,Males,65 years or over,5.5
64953,2018,Sweden,Rural areas,Bad,Males,From 75 to 84 years,7.9
64954,2018,Sweden,Rural areas,Bad,Males,75 years or over,6.8
64955,2018,Sweden,Rural areas,Bad,Males,85 years or over,0
64956,2018,Sweden,Rural areas,Bad,Females,From 16 to 24 years,0.0
64957,2018,Sweden,Rural areas,Bad,Females,From 25 to 29 years,0
64958,2018,Sweden,Rural areas,Bad,Females,From 25 to 34 years,0.0
64959,2018,Sweden,Rural areas,Bad,Females,From 35 to 44 years,2.0
64960,2018,Sweden,Rural areas,Bad,Females,From 45 to 54 years,3.0
64961,2018,Sweden,Rural areas,Bad,Females,From 45 to 64 years,5.0
64962,2018,Sweden,Rural areas,Bad,Females,From 55 to 64 years,6.5
64963,2018,Sweden,Rural areas,Bad,Females,From 65 to 74 years,5.5
64964,2018,Sweden,Rural areas,Bad,Females,65 years or over,4.5
64965,2018,Sweden,Rural areas,Bad,Females,From 75 to 84 years,1.6
64966,2018,Sweden,Rural areas,Bad,Females,75 years or over,3.4
64967,2018,Sweden,Rural areas,Bad,Females,85 years or over,7.0
64968,2018,Sweden,Rural areas,Very bad,Males,From 16 to 24 years,0.0
64969,2018,Sweden,Rural areas,Very bad,Males,From 25 to 29 years,0.0
64970,2018,Sweden,Rural areas,Very bad,Males,From 25 to 34 years,0.0
64971,2018,Sweden,Rural areas,Very bad,Males,From 35 to 44 years,1.7
64972,2018,Sweden,Rural areas,Very bad,Males,From 45 to 54 years,0.0
64973,2018,Sweden,Rural areas,Very bad,Males,From 45 to 64 years,0.0
64974,2018,Sweden,Rural areas,Very bad,Males,From 55 to 64 years,0.0
64975,2018,Sweden,Rural areas,Very bad,Males,From 65 to 74 years,0.0
64976,2018,Sweden,Rural areas,Very bad,Males,65 years or over,1.3
64977,2018,Sweden,Rural areas,Very bad,Males,From 75 to 84 years,2.0
64978,2018,Sweden,Rural areas,Very bad,Males,75 years or over,2.8
64979,2018,Sweden,Rural areas,Very bad,Males,85 years or over,7.4
64980,2018,Sweden,Rural areas,Very bad,Females,From 16 to 24 years,0.0
64981,2018,Sweden,Rural areas,Very bad,Females,From 25 to 29 years,0
64982,2018,Sweden,Rural areas,Very bad,Females,From 25 to 34 years,0.0
64983,2018,Sweden,Rural areas,Very bad,Females,From 35 to 44 years,0.0
64984,2018,Sweden,Rural areas,Very bad,Females,From 45 to 54 years,5.3
64985,2018,Sweden,Rural areas,Very bad,Females,From 45 to 64 years,3.3
64986,2018,Sweden,Rural areas,Very bad,Females,From 55 to 64 years,2.0
64987,2018,Sweden,Rural areas,Very bad,Females,From 65 to 74 years,5.0
64988,2018,Sweden,Rural areas,Very bad,Females,65 years or over,4.0
64989,2018,Sweden,Rural areas,Very bad,Females,From 75 to 84 years,1.9
64990,2018,Sweden,Rural areas,Very bad,Females,75 years or over,2.8
64991,2018,Sweden,Rural areas,Very bad,Females,85 years or over,4.6
64992,2018,Sweden,Rural areas,Bad or very bad,Males,From 16 to 24 years,2.1
64993,2018,Sweden,Rural areas,Bad or very bad,Males,From 25 to 29 years,0.0
64994,2018,Sweden,Rural areas,Bad or very bad,Males,From 25 to 34 years,0.0
64995,2018,Sweden,Rural areas,Bad or very bad,Males,From 35 to 44 years,1.7
64996,2018,Sweden,Rural areas,Bad or very bad,Males,From 45 to 54 years,0.0
64997,2018,Sweden,Rural areas,Bad or very bad,Males,From 45 to 64 years,2.1
64998,2018,Sweden,Rural areas,Bad or very bad,Males,From 55 to 64 years,4.2
64999,2018,Sweden,Rural areas,Bad or very bad,Males,From 65 to 74 years,4.5
65000,2018,Sweden,Rural areas,Bad or very bad,Males,65 years or over,6.8
65001,2018,Sweden,Rural areas,Bad or very bad,Males,From 75 to 84 years,9.9
65002,2018,Sweden,Rural areas,Bad or very bad,Males,75 years or over,9.6
65003,2018,Sweden,Rural areas,Bad or very bad,Males,85 years or over,7.4
65004,2018,Sweden,Rural areas,Bad or very bad,Females,From 16 to 24 years,0.0
65005,2018,Sweden,Rural areas,Bad or very bad,Females,From 25 to 29 years,0
65006,2018,Sweden,Rural areas,Bad or very bad,Females,From 25 to 34 years,0.0
65007,2018,Sweden,Rural areas,Bad or very bad,Females,From 35 to 44 years,2.0
65008,2018,Sweden,Rural areas,Bad or very bad,Females,From 45 to 54 years,8.3
65009,2018,Sweden,Rural areas,Bad or very bad,Females,From 45 to 64 years,8.4
65010,2018,Sweden,Rural areas,Bad or very bad,Females,From 55 to 64 years,8.5
65011,2018,Sweden,Rural areas,Bad or very bad,Females,From 65 to 74 years,10.5
65012,2018,Sweden,Rural areas,Bad or very bad,Females,65 years or over,8.5
65013,2018,Sweden,Rural areas,Bad or very bad,Females,From 75 to 84 years,3.5
65014,2018,Sweden,Rural areas,Bad or very bad,Females,75 years or over,6.1
65015,2018,Sweden,Rural areas,Bad or very bad,Females,85 years or over,11.6
65016,2018,Iceland,Cities,Very good,Males,From 16 to 24 years,45.8
65017,2018,Iceland,Cities,Very good,Males,From 25 to 29 years,43.2
65018,2018,Iceland,Cities,Very good,Males,From 25 to 34 years,47.9
65019,2018,Iceland,Cities,Very good,Males,From 35 to 44 years,47.3
65020,2018,Iceland,Cities,Very good,Males,From 45 to 54 years,43.9
65021,2018,Iceland,Cities,Very good,Males,From 45 to 64 years,40.0
65022,2018,Iceland,Cities,Very good,Males,From 55 to 64 years,35.6
65023,2018,Iceland,Cities,Very good,Males,From 65 to 74 years,26.5
65024,2018,Iceland,Cities,Very good,Males,65 years or over,23.0
65025,2018,Iceland,Cities,Very good,Males,From 75 to 84 years,20.3
65026,2018,Iceland,Cities,Very good,Males,75 years or over,17.6
65027,2018,Iceland,Cities,Very good,Males,85 years or over,
65028,2018,Iceland,Cities,Very good,Females,From 16 to 24 years,43.7
65029,2018,Iceland,Cities,Very good,Females,From 25 to 29 years,40.0
65030,2018,Iceland,Cities,Very good,Females,From 25 to 34 years,47.1
65031,2018,Iceland,Cities,Very good,Females,From 35 to 44 years,37.7
65032,2018,Iceland,Cities,Very good,Females,From 45 to 54 years,34.3
65033,2018,Iceland,Cities,Very good,Females,From 45 to 64 years,33.3
65034,2018,Iceland,Cities,Very good,Females,From 55 to 64 years,32.1
65035,2018,Iceland,Cities,Very good,Females,From 65 to 74 years,22.7
65036,2018,Iceland,Cities,Very good,Females,65 years or over,16.8
65037,2018,Iceland,Cities,Very good,Females,From 75 to 84 years,8.9
65038,2018,Iceland,Cities,Very good,Females,75 years or over,10.1
65039,2018,Iceland,Cities,Very good,Females,85 years or over,12.5
65040,2018,Iceland,Cities,Good,Males,From 16 to 24 years,33.8
65041,2018,Iceland,Cities,Good,Males,From 25 to 29 years,47.3
65042,2018,Iceland,Cities,Good,Males,From 25 to 34 years,44.9
65043,2018,Iceland,Cities,Good,Males,From 35 to 44 years,42.7
65044,2018,Iceland,Cities,Good,Males,From 45 to 54 years,38.3
65045,2018,Iceland,Cities,Good,Males,From 45 to 64 years,39.8
65046,2018,Iceland,Cities,Good,Males,From 55 to 64 years,41.4
65047,2018,Iceland,Cities,Good,Males,From 65 to 74 years,46.2
65048,2018,Iceland,Cities,Good,Males,65 years or over,42.1
65049,2018,Iceland,Cities,Good,Males,From 75 to 84 years,35.5
65050,2018,Iceland,Cities,Good,Males,75 years or over,35.7
65051,2018,Iceland,Cities,Good,Males,85 years or over,
65052,2018,Iceland,Cities,Good,Females,From 16 to 24 years,36.2
65053,2018,Iceland,Cities,Good,Females,From 25 to 29 years,46.7
65054,2018,Iceland,Cities,Good,Females,From 25 to 34 years,38.8
65055,2018,Iceland,Cities,Good,Females,From 35 to 44 years,37.2
65056,2018,Iceland,Cities,Good,Females,From 45 to 54 years,39.8
65057,2018,Iceland,Cities,Good,Females,From 45 to 64 years,39.0
65058,2018,Iceland,Cities,Good,Females,From 55 to 64 years,38.2
65059,2018,Iceland,Cities,Good,Females,From 65 to 74 years,45.4
65060,2018,Iceland,Cities,Good,Females,65 years or over,40.9
65061,2018,Iceland,Cities,Good,Females,From 75 to 84 years,36.8
65062,2018,Iceland,Cities,Good,Females,75 years or over,35.7
65063,2018,Iceland,Cities,Good,Females,85 years or over,33.4
65064,2018,Iceland,Cities,Very good or good,Males,From 16 to 24 years,79.6
65065,2018,Iceland,Cities,Very good or good,Males,From 25 to 29 years,90.5
65066,2018,Iceland,Cities,Very good or good,Males,From 25 to 34 years,92.8
65067,2018,Iceland,Cities,Very good or good,Males,From 35 to 44 years,89.9
65068,2018,Iceland,Cities,Very good or good,Males,From 45 to 54 years,82.2
65069,2018,Iceland,Cities,Very good or good,Males,From 45 to 64 years,79.7
65070,2018,Iceland,Cities,Very good or good,Males,From 55 to 64 years,77.0
65071,2018,Iceland,Cities,Very good or good,Males,From 65 to 74 years,72.8
65072,2018,Iceland,Cities,Very good or good,Males,65 years or over,65.1
65073,2018,Iceland,Cities,Very good or good,Males,From 75 to 84 years,55.8
65074,2018,Iceland,Cities,Very good or good,Males,75 years or over,53.3
65075,2018,Iceland,Cities,Very good or good,Males,85 years or over,
65076,2018,Iceland,Cities,Very good or good,Females,From 16 to 24 years,79.9
65077,2018,Iceland,Cities,Very good or good,Females,From 25 to 29 years,86.7
65078,2018,Iceland,Cities,Very good or good,Females,From 25 to 34 years,85.9
65079,2018,Iceland,Cities,Very good or good,Females,From 35 to 44 years,74.9
65080,2018,Iceland,Cities,Very good or good,Females,From 45 to 54 years,74.1
65081,2018,Iceland,Cities,Very good or good,Females,From 45 to 64 years,72.3
65082,2018,Iceland,Cities,Very good or good,Females,From 55 to 64 years,70.3
65083,2018,Iceland,Cities,Very good or good,Females,From 65 to 74 years,68.2
65084,2018,Iceland,Cities,Very good or good,Females,65 years or over,57.7
65085,2018,Iceland,Cities,Very good or good,Females,From 75 to 84 years,45.7
65086,2018,Iceland,Cities,Very good or good,Females,75 years or over,45.7
65087,2018,Iceland,Cities,Very good or good,Females,85 years or over,45.9
65088,2018,Iceland,Cities,Fair,Males,From 16 to 24 years,18.9
65089,2018,Iceland,Cities,Fair,Males,From 25 to 29 years,8.1
65090,2018,Iceland,Cities,Fair,Males,From 25 to 34 years,6.5
65091,2018,Iceland,Cities,Fair,Males,From 35 to 44 years,8.2
65092,2018,Iceland,Cities,Fair,Males,From 45 to 54 years,15.0
65093,2018,Iceland,Cities,Fair,Males,From 45 to 64 years,16.7
65094,2018,Iceland,Cities,Fair,Males,From 55 to 64 years,18.6
65095,2018,Iceland,Cities,Fair,Males,From 65 to 74 years,17.6
65096,2018,Iceland,Cities,Fair,Males,65 years or over,23.2
65097,2018,Iceland,Cities,Fair,Males,From 75 to 84 years,33.3
65098,2018,Iceland,Cities,Fair,Males,75 years or over,31.9
65099,2018,Iceland,Cities,Fair,Males,85 years or over,
65100,2018,Iceland,Cities,Fair,Females,From 16 to 24 years,16.9
65101,2018,Iceland,Cities,Fair,Females,From 25 to 29 years,10.7
65102,2018,Iceland,Cities,Fair,Females,From 25 to 34 years,10.6
65103,2018,Iceland,Cities,Fair,Females,From 35 to 44 years,17.2
65104,2018,Iceland,Cities,Fair,Females,From 45 to 54 years,20.5
65105,2018,Iceland,Cities,Fair,Females,From 45 to 64 years,18.7
65106,2018,Iceland,Cities,Fair,Females,From 55 to 64 years,16.8
65107,2018,Iceland,Cities,Fair,Females,From 65 to 74 years,23.5
65108,2018,Iceland,Cities,Fair,Females,65 years or over,29.1
65109,2018,Iceland,Cities,Fair,Females,From 75 to 84 years,34.6
65110,2018,Iceland,Cities,Fair,Females,75 years or over,35.5
65111,2018,Iceland,Cities,Fair,Females,85 years or over,37.4
65112,2018,Iceland,Cities,Bad,Males,From 16 to 24 years,0.7
65113,2018,Iceland,Cities,Bad,Males,From 25 to 29 years,1.4
65114,2018,Iceland,Cities,Bad,Males,From 25 to 34 years,0.7
65115,2018,Iceland,Cities,Bad,Males,From 35 to 44 years,1.9
65116,2018,Iceland,Cities,Bad,Males,From 45 to 54 years,2.0
65117,2018,Iceland,Cities,Bad,Males,From 45 to 64 years,2.8
65118,2018,Iceland,Cities,Bad,Males,From 55 to 64 years,3.6
65119,2018,Iceland,Cities,Bad,Males,From 65 to 74 years,7.7
65120,2018,Iceland,Cities,Bad,Males,65 years or over,9.6
65121,2018,Iceland,Cities,Bad,Males,From 75 to 84 years,10.9
65122,2018,Iceland,Cities,Bad,Males,75 years or over,12.6
65123,2018,Iceland,Cities,Bad,Males,85 years or over,
65124,2018,Iceland,Cities,Bad,Females,From 16 to 24 years,2.1
65125,2018,Iceland,Cities,Bad,Females,From 25 to 29 years,2.7
65126,2018,Iceland,Cities,Bad,Females,From 25 to 34 years,3.5
65127,2018,Iceland,Cities,Bad,Females,From 35 to 44 years,6.8
65128,2018,Iceland,Cities,Bad,Females,From 45 to 54 years,4.8
65129,2018,Iceland,Cities,Bad,Females,From 45 to 64 years,6.8
65130,2018,Iceland,Cities,Bad,Females,From 55 to 64 years,8.9
65131,2018,Iceland,Cities,Bad,Females,From 65 to 74 years,4.2
65132,2018,Iceland,Cities,Bad,Females,65 years or over,8.0
65133,2018,Iceland,Cities,Bad,Females,From 75 to 84 years,12.3
65134,2018,Iceland,Cities,Bad,Females,75 years or over,12.4
65135,2018,Iceland,Cities,Bad,Females,85 years or over,12.5
65136,2018,Iceland,Cities,Very bad,Males,From 16 to 24 years,0.7
65137,2018,Iceland,Cities,Very bad,Males,From 25 to 29 years,0.0
65138,2018,Iceland,Cities,Very bad,Males,From 25 to 34 years,0.0
65139,2018,Iceland,Cities,Very bad,Males,From 35 to 44 years,0.0
65140,2018,Iceland,Cities,Very bad,Males,From 45 to 54 years,0.8
65141,2018,Iceland,Cities,Very bad,Males,From 45 to 64 years,0.7
65142,2018,Iceland,Cities,Very bad,Males,From 55 to 64 years,0.7
65143,2018,Iceland,Cities,Very bad,Males,From 65 to 74 years,2.0
65144,2018,Iceland,Cities,Very bad,Males,65 years or over,2.1
65145,2018,Iceland,Cities,Very bad,Males,From 75 to 84 years,0.0
65146,2018,Iceland,Cities,Very bad,Males,75 years or over,2.2
65147,2018,Iceland,Cities,Very bad,Males,85 years or over,
65148,2018,Iceland,Cities,Very bad,Females,From 16 to 24 years,1.0
65149,2018,Iceland,Cities,Very bad,Females,From 25 to 29 years,0.0
65150,2018,Iceland,Cities,Very bad,Females,From 25 to 34 years,0.0
65151,2018,Iceland,Cities,Very bad,Females,From 35 to 44 years,1.1
65152,2018,Iceland,Cities,Very bad,Females,From 45 to 54 years,0.6
65153,2018,Iceland,Cities,Very bad,Females,From 45 to 64 years,2.2
65154,2018,Iceland,Cities,Very bad,Females,From 55 to 64 years,3.9
