,Year,Nation,DEG_URB,SEX,AGE,Mean income
4341,2018,Netherlands,Towns and suburbs,Females,60 years or over,"23,795"
4342,2018,Netherlands,Towns and suburbs,Females,65 years or over,"22,293"
4343,2018,Netherlands,Towns and suburbs,Females,75 years or over,"20,035"
4344,2018,Netherlands,Rural areas,Males,Less than 18 years,"25,992"
4345,2018,Netherlands,Rural areas,Males,From 18 to 64 years,"29,861"
4346,2018,Netherlands,Rural areas,Males,18 years or over,"28,077"
4347,2018,Netherlands,Rural areas,Males,60 years or over,"25,695"
4348,2018,Netherlands,Rural areas,Males,65 years or over,"22,249"
4349,2018,Netherlands,Rural areas,Males,75 years or over,"19,713"
4350,2018,Netherlands,Rural areas,Females,Less than 18 years,"24,769"
4351,2018,Netherlands,Rural areas,Females,From 18 to 64 years,"27,625"
4352,2018,Netherlands,Rural areas,Females,18 years or over,"25,993"
4353,2018,Netherlands,Rural areas,Females,60 years or over,"23,457"
4354,2018,Netherlands,Rural areas,Females,65 years or over,"21,062"
4355,2018,Netherlands,Rural areas,Females,75 years or over,"20,247"
4356,2018,Austria,Cities,Males,Less than 18 years,"22,574"
4357,2018,Austria,Cities,Males,From 18 to 64 years,"29,056"
4358,2018,Austria,Cities,Males,18 years or over,"29,800"
4359,2018,Austria,Cities,Males,60 years or over,"33,889"
4360,2018,Austria,Cities,Males,65 years or over,"34,254"
4361,2018,Austria,Cities,Males,75 years or over,"34,069"
4362,2018,Austria,Cities,Females,Less than 18 years,"23,246"
4363,2018,Austria,Cities,Females,From 18 to 64 years,"27,930"
4364,2018,Austria,Cities,Females,18 years or over,"27,703"
4365,2018,Austria,Cities,Females,60 years or over,"28,448"
4366,2018,Austria,Cities,Females,65 years or over,"26,752"
4367,2018,Austria,Cities,Females,75 years or over,"26,475"
4368,2018,Austria,Towns and suburbs,Males,Less than 18 years,"24,138"
4369,2018,Austria,Towns and suburbs,Males,From 18 to 64 years,"30,181"
4370,2018,Austria,Towns and suburbs,Males,18 years or over,"29,941"
4371,2018,Austria,Towns and suburbs,Males,60 years or over,"29,382"
4372,2018,Austria,Towns and suburbs,Males,65 years or over,"28,911"
4373,2018,Austria,Towns and suburbs,Males,75 years or over,"29,359"
4374,2018,Austria,Towns and suburbs,Females,Less than 18 years,"25,048"
4375,2018,Austria,Towns and suburbs,Females,From 18 to 64 years,"28,981"
4376,2018,Austria,Towns and suburbs,Females,18 years or over,"28,332"
4377,2018,Austria,Towns and suburbs,Females,60 years or over,"26,230"
4378,2018,Austria,Towns and suburbs,Females,65 years or over,"26,225"
4379,2018,Austria,Towns and suburbs,Females,75 years or over,"25,543"
4380,2018,Austria,Rural areas,Males,Less than 18 years,"24,381"
4381,2018,Austria,Rural areas,Males,From 18 to 64 years,"29,546"
4382,2018,Austria,Rural areas,Males,18 years or over,"28,800"
4383,2018,Austria,Rural areas,Males,60 years or over,"26,862"
4384,2018,Austria,Rural areas,Males,65 years or over,"26,199"
4385,2018,Austria,Rural areas,Males,75 years or over,"25,027"
4386,2018,Austria,Rural areas,Females,Less than 18 years,"24,626"
4387,2018,Austria,Rural areas,Females,From 18 to 64 years,"29,013"
4388,2018,Austria,Rural areas,Females,18 years or over,"27,584"
4389,2018,Austria,Rural areas,Females,60 years or over,"24,989"
4390,2018,Austria,Rural areas,Females,65 years or over,"23,403"
4391,2018,Austria,Rural areas,Females,75 years or over,"22,433"
4392,2018,Poland,Cities,Males,Less than 18 years,"8,482"
4393,2018,Poland,Cities,Males,From 18 to 64 years,"8,842"
4394,2018,Poland,Cities,Males,18 years or over,"8,720"
4395,2018,Poland,Cities,Males,60 years or over,"8,292"
4396,2018,Poland,Cities,Males,65 years or over,"8,187"
4397,2018,Poland,Cities,Males,75 years or over,"8,472"
4398,2018,Poland,Cities,Females,Less than 18 years,"8,338"
4399,2018,Poland,Cities,Females,From 18 to 64 years,"8,624"
4400,2018,Poland,Cities,Females,18 years or over,"8,251"
4401,2018,Poland,Cities,Females,60 years or over,"7,522"
4402,2018,Poland,Cities,Females,65 years or over,"7,173"
4403,2018,Poland,Cities,Females,75 years or over,"7,230"
4404,2018,Poland,Towns and suburbs,Males,Less than 18 years,"7,579"
4405,2018,Poland,Towns and suburbs,Males,From 18 to 64 years,"7,803"
4406,2018,Poland,Towns and suburbs,Males,18 years or over,"7,677"
4407,2018,Poland,Towns and suburbs,Males,60 years or over,"7,244"
4408,2018,Poland,Towns and suburbs,Males,65 years or over,"7,076"
4409,2018,Poland,Towns and suburbs,Males,75 years or over,"6,746"
4410,2018,Poland,Towns and suburbs,Females,Less than 18 years,"7,750"
4411,2018,Poland,Towns and suburbs,Females,From 18 to 64 years,"7,724"
4412,2018,Poland,Towns and suburbs,Females,18 years or over,"7,406"
4413,2018,Poland,Towns and suburbs,Females,60 years or over,"6,603"
4414,2018,Poland,Towns and suburbs,Females,65 years or over,"6,424"
4415,2018,Poland,Towns and suburbs,Females,75 years or over,"6,534"
4416,2018,Poland,Rural areas,Males,Less than 18 years,"6,120"
4417,2018,Poland,Rural areas,Males,From 18 to 64 years,"6,385"
4418,2018,Poland,Rural areas,Males,18 years or over,"6,337"
4419,2018,Poland,Rural areas,Males,60 years or over,"6,133"
4420,2018,Poland,Rural areas,Males,65 years or over,"6,094"
4421,2018,Poland,Rural areas,Males,75 years or over,"6,148"
4422,2018,Poland,Rural areas,Females,Less than 18 years,"6,131"
4423,2018,Poland,Rural areas,Females,From 18 to 64 years,"6,435"
4424,2018,Poland,Rural areas,Females,18 years or over,"6,262"
4425,2018,Poland,Rural areas,Females,60 years or over,"5,870"
4426,2018,Poland,Rural areas,Females,65 years or over,"5,701"
4427,2018,Poland,Rural areas,Females,75 years or over,"5,774"
4428,2018,Portugal,Cities,Males,Less than 18 years,"11,228"
4429,2018,Portugal,Cities,Males,From 18 to 64 years,"12,527"
4430,2018,Portugal,Cities,Males,18 years or over,"12,813"
4431,2018,Portugal,Cities,Males,60 years or over,"13,879"
4432,2018,Portugal,Cities,Males,65 years or over,"13,788"
4433,2018,Portugal,Cities,Males,75 years or over,"12,300"
4434,2018,Portugal,Cities,Females,Less than 18 years,"11,338"
4435,2018,Portugal,Cities,Females,From 18 to 64 years,"12,302"
4436,2018,Portugal,Cities,Females,18 years or over,"12,294"
4437,2018,Portugal,Cities,Females,60 years or over,"12,654"
4438,2018,Portugal,Cities,Females,65 years or over,"12,274"
4439,2018,Portugal,Cities,Females,75 years or over,"10,623"
4440,2018,Portugal,Towns and suburbs,Males,Less than 18 years,"10,586"
4441,2018,Portugal,Towns and suburbs,Males,From 18 to 64 years,"10,965"
4442,2018,Portugal,Towns and suburbs,Males,18 years or over,"11,087"
4443,2018,Portugal,Towns and suburbs,Males,60 years or over,"11,730"
4444,2018,Portugal,Towns and suburbs,Males,65 years or over,"11,529"
4445,2018,Portugal,Towns and suburbs,Males,75 years or over,"10,826"
4446,2018,Portugal,Towns and suburbs,Females,Less than 18 years,"10,060"
4447,2018,Portugal,Towns and suburbs,Females,From 18 to 64 years,"10,803"
4448,2018,Portugal,Towns and suburbs,Females,18 years or over,"10,728"
4449,2018,Portugal,Towns and suburbs,Females,60 years or over,"10,485"
4450,2018,Portugal,Towns and suburbs,Females,65 years or over,"10,517"
4451,2018,Portugal,Towns and suburbs,Females,75 years or over,"9,313"
4452,2018,Portugal,Rural areas,Males,Less than 18 years,"9,245"
4453,2018,Portugal,Rural areas,Males,From 18 to 64 years,"9,492"
4454,2018,Portugal,Rural areas,Males,18 years or over,"9,418"
4455,2018,Portugal,Rural areas,Males,60 years or over,"9,371"
4456,2018,Portugal,Rural areas,Males,65 years or over,"9,204"
4457,2018,Portugal,Rural areas,Males,75 years or over,"8,317"
4458,2018,Portugal,Rural areas,Females,Less than 18 years,"8,829"
4459,2018,Portugal,Rural areas,Females,From 18 to 64 years,"9,512"
4460,2018,Portugal,Rural areas,Females,18 years or over,"9,092"
4461,2018,Portugal,Rural areas,Females,60 years or over,"8,473"
4462,2018,Portugal,Rural areas,Females,65 years or over,"8,212"
4463,2018,Portugal,Rural areas,Females,75 years or over,"7,619"
4464,2018,Romania,Cities,Males,Less than 18 years,"5,286"
4465,2018,Romania,Cities,Males,From 18 to 64 years,"5,624"
4466,2018,Romania,Cities,Males,18 years or over,"5,417"
4467,2018,Romania,Cities,Males,60 years or over,"4,803"
4468,2018,Romania,Cities,Males,65 years or over,"4,568"
4469,2018,Romania,Cities,Males,75 years or over,"4,641"
4470,2018,Romania,Cities,Females,Less than 18 years,"5,541"
4471,2018,Romania,Cities,Females,From 18 to 64 years,"5,484"
4472,2018,Romania,Cities,Females,18 years or over,"5,158"
4473,2018,Romania,Cities,Females,60 years or over,"4,384"
4474,2018,Romania,Cities,Females,65 years or over,"4,139"
4475,2018,Romania,Cities,Females,75 years or over,"3,922"
4476,2018,Romania,Towns and suburbs,Males,Less than 18 years,"3,680"
4477,2018,Romania,Towns and suburbs,Males,From 18 to 64 years,"4,277"
4478,2018,Romania,Towns and suburbs,Males,18 years or over,"4,191"
4479,2018,Romania,Towns and suburbs,Males,60 years or over,"4,057"
4480,2018,Romania,Towns and suburbs,Males,65 years or over,"3,790"
4481,2018,Romania,Towns and suburbs,Males,75 years or over,"3,647"
4482,2018,Romania,Towns and suburbs,Females,Less than 18 years,"3,577"
4483,2018,Romania,Towns and suburbs,Females,From 18 to 64 years,"4,045"
4484,2018,Romania,Towns and suburbs,Females,18 years or over,"3,865"
4485,2018,Romania,Towns and suburbs,Females,60 years or over,"3,461"
4486,2018,Romania,Towns and suburbs,Females,65 years or over,"3,291"
4487,2018,Romania,Towns and suburbs,Females,75 years or over,"3,109"
4488,2018,Romania,Rural areas,Males,Less than 18 years,"2,289"
4489,2018,Romania,Rural areas,Males,From 18 to 64 years,"3,044"
4490,2018,Romania,Rural areas,Males,18 years or over,"3,035"
4491,2018,Romania,Rural areas,Males,60 years or over,"3,015"
4492,2018,Romania,Rural areas,Males,65 years or over,"3,000"
4493,2018,Romania,Rural areas,Males,75 years or over,"2,846"
4494,2018,Romania,Rural areas,Females,Less than 18 years,"2,344"
4495,2018,Romania,Rural areas,Females,From 18 to 64 years,"2,982"
4496,2018,Romania,Rural areas,Females,18 years or over,"2,875"
4497,2018,Romania,Rural areas,Females,60 years or over,"2,736"
4498,2018,Romania,Rural areas,Females,65 years or over,"2,600"
4499,2018,Romania,Rural areas,Females,75 years or over,"2,412"
4500,2018,Slovenia,Cities,Males,Less than 18 years,"14,844"
4501,2018,Slovenia,Cities,Males,From 18 to 64 years,"14,863"
4502,2018,Slovenia,Cities,Males,18 years or over,"15,238"
4503,2018,Slovenia,Cities,Males,60 years or over,"16,469"
4504,2018,Slovenia,Cities,Males,65 years or over,"16,506"
4505,2018,Slovenia,Cities,Males,75 years or over,"16,553"
4506,2018,Slovenia,Cities,Females,Less than 18 years,"14,669"
4507,2018,Slovenia,Cities,Females,From 18 to 64 years,"15,093"
4508,2018,Slovenia,Cities,Females,18 years or over,"14,855"
4509,2018,Slovenia,Cities,Females,60 years or over,"14,216"
4510,2018,Slovenia,Cities,Females,65 years or over,"14,273"
4511,2018,Slovenia,Cities,Females,75 years or over,"13,425"
4512,2018,Slovenia,Towns and suburbs,Males,Less than 18 years,"14,074"
4513,2018,Slovenia,Towns and suburbs,Males,From 18 to 64 years,"14,905"
4514,2018,Slovenia,Towns and suburbs,Males,18 years or over,"14,678"
4515,2018,Slovenia,Towns and suburbs,Males,60 years or over,"13,890"
4516,2018,Slovenia,Towns and suburbs,Males,65 years or over,"13,798"
4517,2018,Slovenia,Towns and suburbs,Males,75 years or over,"13,780"
4518,2018,Slovenia,Towns and suburbs,Females,Less than 18 years,"14,282"
4519,2018,Slovenia,Towns and suburbs,Females,From 18 to 64 years,"14,482"
4520,2018,Slovenia,Towns and suburbs,Females,18 years or over,"13,913"
4521,2018,Slovenia,Towns and suburbs,Females,60 years or over,"12,529"
4522,2018,Slovenia,Towns and suburbs,Females,65 years or over,"12,308"
4523,2018,Slovenia,Towns and suburbs,Females,75 years or over,"11,124"
4524,2018,Slovenia,Rural areas,Males,Less than 18 years,"13,810"
4525,2018,Slovenia,Rural areas,Males,From 18 to 64 years,"14,176"
4526,2018,Slovenia,Rural areas,Males,18 years or over,"13,849"
4527,2018,Slovenia,Rural areas,Males,60 years or over,"12,686"
4528,2018,Slovenia,Rural areas,Males,65 years or over,"12,247"
4529,2018,Slovenia,Rural areas,Males,75 years or over,"11,512"
4530,2018,Slovenia,Rural areas,Females,Less than 18 years,"13,485"
4531,2018,Slovenia,Rural areas,Females,From 18 to 64 years,"14,189"
4532,2018,Slovenia,Rural areas,Females,18 years or over,"13,474"
4533,2018,Slovenia,Rural areas,Females,60 years or over,"11,465"
4534,2018,Slovenia,Rural areas,Females,65 years or over,"11,020"
4535,2018,Slovenia,Rural areas,Females,75 years or over,"10,171"
4536,2018,Slovakia,Cities,Males,Less than 18 years,"8,171"
4537,2018,Slovakia,Cities,Males,From 18 to 64 years,"9,486"
4538,2018,Slovakia,Cities,Males,18 years or over,"9,266"
4539,2018,Slovakia,Cities,Males,60 years or over,"8,708"
4540,2018,Slovakia,Cities,Males,65 years or over,"8,300"
4541,2018,Slovakia,Cities,Males,75 years or over,"7,660"
4542,2018,Slovakia,Cities,Females,Less than 18 years,"8,547"
4543,2018,Slovakia,Cities,Females,From 18 to 64 years,"9,330"
4544,2018,Slovakia,Cities,Females,18 years or over,"8,852"
4545,2018,Slovakia,Cities,Females,60 years or over,"7,877"
4546,2018,Slovakia,Cities,Females,65 years or over,"7,407"
4547,2018,Slovakia,Cities,Females,75 years or over,"7,041"
4548,2018,Slovakia,Towns and suburbs,Males,Less than 18 years,"6,796"
4549,2018,Slovakia,Towns and suburbs,Males,From 18 to 64 years,"8,279"
4550,2018,Slovakia,Towns and suburbs,Males,18 years or over,"8,159"
4551,2018,Slovakia,Towns and suburbs,Males,60 years or over,"8,011"
4552,2018,Slovakia,Towns and suburbs,Males,65 years or over,"7,437"
4553,2018,Slovakia,Towns and suburbs,Males,75 years or over,"6,722"
4554,2018,Slovakia,Towns and suburbs,Females,Less than 18 years,"6,543"
4555,2018,Slovakia,Towns and suburbs,Females,From 18 to 64 years,"8,035"
4556,2018,Slovakia,Towns and suburbs,Females,18 years or over,"7,844"
4557,2018,Slovakia,Towns and suburbs,Females,60 years or over,"7,325"
4558,2018,Slovakia,Towns and suburbs,Females,65 years or over,"7,136"
4559,2018,Slovakia,Towns and suburbs,Females,75 years or over,"6,790"
4560,2018,Slovakia,Rural areas,Males,Less than 18 years,"6,521"
4561,2018,Slovakia,Rural areas,Males,From 18 to 64 years,"7,804"
4562,2018,Slovakia,Rural areas,Males,18 years or over,"7,741"
4563,2018,Slovakia,Rural areas,Males,60 years or over,"7,586"
4564,2018,Slovakia,Rural areas,Males,65 years or over,"7,377"
4565,2018,Slovakia,Rural areas,Males,75 years or over,"7,124"
4566,2018,Slovakia,Rural areas,Females,Less than 18 years,"6,644"
4567,2018,Slovakia,Rural areas,Females,From 18 to 64 years,"7,704"
4568,2018,Slovakia,Rural areas,Females,18 years or over,"7,609"
4569,2018,Slovakia,Rural areas,Females,60 years or over,"7,326"
4570,2018,Slovakia,Rural areas,Females,65 years or over,"7,260"
4571,2018,Slovakia,Rural areas,Females,75 years or over,"6,943"
4572,2018,Finland,Cities,Males,Less than 18 years,"28,405"
4573,2018,Finland,Cities,Males,From 18 to 64 years,"30,532"
4574,2018,Finland,Cities,Males,18 years or over,"30,318"
4575,2018,Finland,Cities,Males,60 years or over,"31,357"
4576,2018,Finland,Cities,Males,65 years or over,"29,360"
4577,2018,Finland,Cities,Males,75 years or over,"27,128"
4578,2018,Finland,Cities,Females,Less than 18 years,"28,409"
4579,2018,Finland,Cities,Females,From 18 to 64 years,"30,325"
4580,2018,Finland,Cities,Females,18 years or over,"29,175"
4581,2018,Finland,Cities,Females,60 years or over,"27,761"
4582,2018,Finland,Cities,Females,65 years or over,"25,416"
4583,2018,Finland,Cities,Females,75 years or over,"22,132"
4584,2018,Finland,Towns and suburbs,Males,Less than 18 years,"25,171"
4585,2018,Finland,Towns and suburbs,Males,From 18 to 64 years,"27,502"
4586,2018,Finland,Towns and suburbs,Males,18 years or over,"27,018"
4587,2018,Finland,Towns and suburbs,Males,60 years or over,"26,970"
4588,2018,Finland,Towns and suburbs,Males,65 years or over,"25,556"
4589,2018,Finland,Towns and suburbs,Males,75 years or over,"23,006"
4590,2018,Finland,Towns and suburbs,Females,Less than 18 years,"24,779"
4591,2018,Finland,Towns and suburbs,Females,From 18 to 64 years,"28,029"
4592,2018,Finland,Towns and suburbs,Females,18 years or over,"26,149"
4593,2018,Finland,Towns and suburbs,Females,60 years or over,"23,815"
4594,2018,Finland,Towns and suburbs,Females,65 years or over,"21,908"
4595,2018,Finland,Towns and suburbs,Females,75 years or over,"19,291"
4596,2018,Finland,Rural areas,Males,Less than 18 years,"24,041"
4597,2018,Finland,Rural areas,Males,From 18 to 64 years,"28,259"
4598,2018,Finland,Rural areas,Males,18 years or over,"26,769"
4599,2018,Finland,Rural areas,Males,60 years or over,"25,414"
4600,2018,Finland,Rural areas,Males,65 years or over,"23,329"
4601,2018,Finland,Rural areas,Males,75 years or over,"21,072"
4602,2018,Finland,Rural areas,Females,Less than 18 years,"24,896"
4603,2018,Finland,Rural areas,Females,From 18 to 64 years,"28,597"
4604,2018,Finland,Rural areas,Females,18 years or over,"25,652"
4605,2018,Finland,Rural areas,Females,60 years or over,"22,451"
4606,2018,Finland,Rural areas,Females,65 years or over,"20,245"
4607,2018,Finland,Rural areas,Females,75 years or over,"17,999"
4608,2018,Sweden,Cities,Males,Less than 18 years,"27,499"
4609,2018,Sweden,Cities,Males,From 18 to 64 years,"30,740"
4610,2018,Sweden,Cities,Males,18 years or over,"30,524"
4611,2018,Sweden,Cities,Males,60 years or over,"31,521"
4612,2018,Sweden,Cities,Males,65 years or over,"29,520"
4613,2018,Sweden,Cities,Males,75 years or over,"24,496"
4614,2018,Sweden,Cities,Females,Less than 18 years,"27,464"
4615,2018,Sweden,Cities,Females,From 18 to 64 years,"31,136"
4616,2018,Sweden,Cities,Females,18 years or over,"29,675"
4617,2018,Sweden,Cities,Females,60 years or over,"26,759"
4618,2018,Sweden,Cities,Females,65 years or over,"24,691"
4619,2018,Sweden,Cities,Females,75 years or over,"19,985"
4620,2018,Sweden,Towns and suburbs,Males,Less than 18 years,"25,513"
4621,2018,Sweden,Towns and suburbs,Males,From 18 to 64 years,"28,684"
4622,2018,Sweden,Towns and suburbs,Males,18 years or over,"28,263"
4623,2018,Sweden,Towns and suburbs,Males,60 years or over,"29,119"
4624,2018,Sweden,Towns and suburbs,Males,65 years or over,"27,008"
4625,2018,Sweden,Towns and suburbs,Males,75 years or over,"22,128"
4626,2018,Sweden,Towns and suburbs,Females,Less than 18 years,"24,800"
4627,2018,Sweden,Towns and suburbs,Females,From 18 to 64 years,"28,632"
4628,2018,Sweden,Towns and suburbs,Females,18 years or over,"26,804"
4629,2018,Sweden,Towns and suburbs,Females,60 years or over,"24,727"
4630,2018,Sweden,Towns and suburbs,Females,65 years or over,"22,294"
4631,2018,Sweden,Towns and suburbs,Females,75 years or over,"18,601"
4632,2018,Sweden,Rural areas,Males,Less than 18 years,"21,973"
4633,2018,Sweden,Rural areas,Males,From 18 to 64 years,"26,973"
4634,2018,Sweden,Rural areas,Males,18 years or over,"26,760"
4635,2018,Sweden,Rural areas,Males,60 years or over,"27,523"
4636,2018,Sweden,Rural areas,Males,65 years or over,"26,291"
4637,2018,Sweden,Rural areas,Males,75 years or over,"20,562"
4638,2018,Sweden,Rural areas,Females,Less than 18 years,"21,654"
4639,2018,Sweden,Rural areas,Females,From 18 to 64 years,"27,116"
4640,2018,Sweden,Rural areas,Females,18 years or over,"25,948"
4641,2018,Sweden,Rural areas,Females,60 years or over,"25,291"
4642,2018,Sweden,Rural areas,Females,65 years or over,"23,535"
4643,2018,Sweden,Rural areas,Females,75 years or over,"18,089"
4644,2018,Iceland,Cities,Males,Less than 18 years,"40,552"
4645,2018,Iceland,Cities,Males,From 18 to 64 years,"46,624"
4646,2018,Iceland,Cities,Males,18 years or over,"47,168"
4647,2018,Iceland,Cities,Males,60 years or over,"49,795"
4648,2018,Iceland,Cities,Males,65 years or over,"49,775"
4649,2018,Iceland,Cities,Males,75 years or over,"38,887"
4650,2018,Iceland,Cities,Females,Less than 18 years,"41,541"
4651,2018,Iceland,Cities,Females,From 18 to 64 years,"46,357"
4652,2018,Iceland,Cities,Females,18 years or over,"46,201"
4653,2018,Iceland,Cities,Females,60 years or over,"47,509"
4654,2018,Iceland,Cities,Females,65 years or over,"45,549"
4655,2018,Iceland,Cities,Females,75 years or over,"38,484"
4656,2018,Iceland,Towns and suburbs,Males,Less than 18 years,"36,088"
4657,2018,Iceland,Towns and suburbs,Males,From 18 to 64 years,"43,213"
4658,2018,Iceland,Towns and suburbs,Males,18 years or over,"43,239"
4659,2018,Iceland,Towns and suburbs,Males,60 years or over,"45,762"
4660,2018,Iceland,Towns and suburbs,Males,65 years or over,"43,395"
4661,2018,Iceland,Towns and suburbs,Males,75 years or over,"33,711"
4662,2018,Iceland,Towns and suburbs,Females,Less than 18 years,"39,563"
4663,2018,Iceland,Towns and suburbs,Females,From 18 to 64 years,"40,893"
4664,2018,Iceland,Towns and suburbs,Females,18 years or over,"40,787"
4665,2018,Iceland,Towns and suburbs,Females,60 years or over,"41,405"
4666,2018,Iceland,Towns and suburbs,Females,65 years or over,"40,111"
4667,2018,Iceland,Towns and suburbs,Females,75 years or over,
4668,2018,Iceland,Rural areas,Males,Less than 18 years,"38,919"
4669,2018,Iceland,Rural areas,Males,From 18 to 64 years,"42,679"
4670,2018,Iceland,Rural areas,Males,18 years or over,"42,199"
4671,2018,Iceland,Rural areas,Males,60 years or over,"42,788"
4672,2018,Iceland,Rural areas,Males,65 years or over,"40,502"
4673,2018,Iceland,Rural areas,Males,75 years or over,"38,712"
4674,2018,Iceland,Rural areas,Females,Less than 18 years,"36,268"
4675,2018,Iceland,Rural areas,Females,From 18 to 64 years,"43,346"
4676,2018,Iceland,Rural areas,Females,18 years or over,"42,229"
4677,2018,Iceland,Rural areas,Females,60 years or over,"41,423"
4678,2018,Iceland,Rural areas,Females,65 years or over,"38,011"
4679,2018,Iceland,Rural areas,Females,75 years or over,"31,803"
4680,2018,Norway,Cities,Males,Less than 18 years,"40,955"
4681,2018,Norway,Cities,Males,From 18 to 64 years,"41,756"
4682,2018,Norway,Cities,Males,18 years or over,"42,621"
4683,2018,Norway,Cities,Males,60 years or over,"49,343"
4684,2018,Norway,Cities,Males,65 years or over,"47,418"
4685,2018,Norway,Cities,Males,75 years or over,"37,783"
4686,2018,Norway,Cities,Females,Less than 18 years,"40,956"
4687,2018,Norway,Cities,Females,From 18 to 64 years,"41,395"
4688,2018,Norway,Cities,Females,18 years or over,"41,150"
4689,2018,Norway,Cities,Females,60 years or over,"43,653"
4690,2018,Norway,Cities,Females,65 years or over,"40,098"
4691,2018,Norway,Cities,Females,75 years or over,"34,953"
4692,2018,Norway,Towns and suburbs,Males,Less than 18 years,"40,263"
4693,2018,Norway,Towns and suburbs,Males,From 18 to 64 years,"46,207"
4694,2018,Norway,Towns and suburbs,Males,18 years or over,"45,579"
4695,2018,Norway,Towns and suburbs,Males,60 years or over,"48,007"
4696,2018,Norway,Towns and suburbs,Males,65 years or over,"43,318"
4697,2018,Norway,Towns and suburbs,Males,75 years or over,"38,980"
4698,2018,Norway,Towns and suburbs,Females,Less than 18 years,"40,964"
4699,2018,Norway,Towns and suburbs,Females,From 18 to 64 years,"45,434"
4700,2018,Norway,Towns and suburbs,Females,18 years or over,"43,580"
4701,2018,Norway,Towns and suburbs,Females,60 years or over,"42,951"
4702,2018,Norway,Towns and suburbs,Females,65 years or over,"38,401"
4703,2018,Norway,Towns and suburbs,Females,75 years or over,"33,522"
4704,2018,Norway,Rural areas,Males,Less than 18 years,"36,776"
4705,2018,Norway,Rural areas,Males,From 18 to 64 years,"43,269"
4706,2018,Norway,Rural areas,Males,18 years or over,"42,810"
4707,2018,Norway,Rural areas,Males,60 years or over,"44,299"
4708,2018,Norway,Rural areas,Males,65 years or over,"41,395"
4709,2018,Norway,Rural areas,Males,75 years or over,"33,118"
4710,2018,Norway,Rural areas,Females,Less than 18 years,"37,050"
4711,2018,Norway,Rural areas,Females,From 18 to 64 years,"42,489"
4712,2018,Norway,Rural areas,Females,18 years or over,"40,755"
4713,2018,Norway,Rural areas,Females,60 years or over,"39,450"
4714,2018,Norway,Rural areas,Females,65 years or over,"35,893"
4715,2018,Norway,Rural areas,Females,75 years or over,"29,674"
4716,2018,Switzerland,Cities,Males,Less than 18 years,"47,088"
4717,2018,Switzerland,Cities,Males,From 18 to 64 years,"56,788"
4718,2018,Switzerland,Cities,Males,18 years or over,"54,969"
4719,2018,Switzerland,Cities,Males,60 years or over,"49,195"
4720,2018,Switzerland,Cities,Males,65 years or over,"46,677"
4721,2018,Switzerland,Cities,Males,75 years or over,"46,563"
4722,2018,Switzerland,Cities,Females,Less than 18 years,"50,070"
4723,2018,Switzerland,Cities,Females,From 18 to 64 years,"52,098"
4724,2018,Switzerland,Cities,Females,18 years or over,"49,776"
4725,2018,Switzerland,Cities,Females,60 years or over,"44,141"
4726,2018,Switzerland,Cities,Females,65 years or over,"41,778"
4727,2018,Switzerland,Cities,Females,75 years or over,"41,649"
4728,2018,Switzerland,Towns and suburbs,Males,Less than 18 years,"43,324"
4729,2018,Switzerland,Towns and suburbs,Males,From 18 to 64 years,"54,162"
4730,2018,Switzerland,Towns and suburbs,Males,18 years or over,"52,877"
4731,2018,Switzerland,Towns and suburbs,Males,60 years or over,"53,291"
4732,2018,Switzerland,Towns and suburbs,Males,65 years or over,"48,326"
4733,2018,Switzerland,Towns and suburbs,Males,75 years or over,"41,830"
4734,2018,Switzerland,Towns and suburbs,Females,Less than 18 years,"42,490"
4735,2018,Switzerland,Towns and suburbs,Females,From 18 to 64 years,"52,921"
4736,2018,Switzerland,Towns and suburbs,Females,18 years or over,"50,016"
4737,2018,Switzerland,Towns and suburbs,Females,60 years or over,"45,024"
4738,2018,Switzerland,Towns and suburbs,Females,65 years or over,"40,312"
4739,2018,Switzerland,Towns and suburbs,Females,75 years or over,"36,502"
4740,2018,Switzerland,Rural areas,Males,Less than 18 years,"38,997"
4741,2018,Switzerland,Rural areas,Males,From 18 to 64 years,"49,752"
4742,2018,Switzerland,Rural areas,Males,18 years or over,"48,359"
4743,2018,Switzerland,Rural areas,Males,60 years or over,"47,446"
4744,2018,Switzerland,Rural areas,Males,65 years or over,"42,846"
4745,2018,Switzerland,Rural areas,Males,75 years or over,"38,560"
4746,2018,Switzerland,Rural areas,Females,Less than 18 years,"39,596"
4747,2018,Switzerland,Rural areas,Females,From 18 to 64 years,"46,845"
4748,2018,Switzerland,Rural areas,Females,18 years or over,"45,046"
4749,2018,Switzerland,Rural areas,Females,60 years or over,"42,004"
4750,2018,Switzerland,Rural areas,Females,65 years or over,"38,109"
4751,2018,Switzerland,Rural areas,Females,75 years or over,"32,118"
4752,2018,United Kingdom,Cities,Males,Less than 18 years,"23,032"
4753,2018,United Kingdom,Cities,Males,From 18 to 64 years,"27,857"
4754,2018,United Kingdom,Cities,Males,18 years or over,"27,046"
4755,2018,United Kingdom,Cities,Males,60 years or over,"24,043"
4756,2018,United Kingdom,Cities,Males,65 years or over,"23,661"
4757,2018,United Kingdom,Cities,Males,75 years or over,"21,182"
4758,2018,United Kingdom,Cities,Females,Less than 18 years,"23,086"
4759,2018,United Kingdom,Cities,Females,From 18 to 64 years,"26,805"
4760,2018,United Kingdom,Cities,Females,18 years or over,"25,593"
4761,2018,United Kingdom,Cities,Females,60 years or over,"21,994"
